step,row_count,group_count,group_size_counts,status_counts,row_direct_abs_error_mean,row_direct_abs_error_max,row_focal_abs_error_mean,row_focal_abs_error_max,group_direct_abs_error_mean,group_direct_abs_error_max,group_focal_abs_error_mean,group_focal_abs_error_max,normalized_kendall_distance_mean,normalized_kendall_distance_max,spearman_rank_corr_mean,z_advantage_corr_mean,z_advantage_sign_flip_rate_mean,mean_abs_z_advantage_delta_mean,top1_same_rate
69,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 12, ""success"": 1011}",0.28931142614293986,5.448104166666667,0.6540677607796607,7.904501162208919,4.440892098500626e-16,1.7763568394002505e-15,2.0816681711721685e-16,8.881784197001252e-16,0.13268229166666667,0.2791666666666667,0.8553027156642492,0.8789897148695212,0.1640625,0.3496267129233567,0.75
70,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 6, ""success"": 1017}",0.2510153019205731,5.371527777777777,0.5918883738821459,7.425427218551041,3.885780586188048e-16,1.7763568394002505e-15,2.7755575615628914e-16,1.7763568394002505e-15,0.13346354166666666,0.2708333333333333,0.8555704923190607,0.8375323445232113,0.1875,0.402961489534789,0.796875
71,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 12, ""success"": 1011}",0.26132649097583927,5.389000694444444,0.6105147022141795,7.111793786541695,3.0531133177191805e-16,1.7763568394002505e-15,1.942890293094024e-16,8.881784197001252e-16,0.11790364583333333,0.25416666666666665,0.8798897027645688,0.8813756636717069,0.15234375,0.3429708521065522,0.6875
72,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 12, ""render_engine_error"": 1, ""success"": 1010}",0.26549025517216446,5.144965277777777,0.6153878293708522,6.7954915732257,3.608224830031759e-16,1.7763568394002505e-15,1.3877787807814457e-16,8.881784197001252e-16,0.1181640625,0.2625,0.8796058771940237,0.8919334174247858,0.1376953125,0.33246968060627125,0.765625
73,1024,64,"{""16"": 64}","{""llm_generation_error"": 2, ""parse_fail"": 11, ""success"": 1011}",0.27291990120601706,5.468805555555555,0.636901705022714,7.559475901252783,5.551115123125783e-16,1.7763568394002505e-15,1.942890293094024e-16,1.7763568394002505e-15,0.1115234375,0.22083333333333333,0.8965807662756983,0.8824442858220949,0.146484375,0.32978958832620753,0.8125
74,1024,64,"{""16"": 64}","{""llm_generation_error"": 2, ""parse_fail"": 12, ""render_engine_error"": 3, ""success"": 1007}",0.2578101357111856,5.106226984126984,0.6005302377023556,6.840197110526488,4.440892098500626e-16,1.7763568394002505e-15,1.942890293094024e-16,1.7763568394002505e-15,0.127734375,0.2916666666666667,0.8587219938911342,0.8604074121220444,0.162109375,0.37812498469970945,0.75
75,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 10, ""render_engine_error"": 2, ""success"": 1011}",0.24947999556929995,5.0963348148148135,0.6004263595467982,7.151392406549189,4.718447854656915e-16,1.7763568394002505e-15,1.942890293094024e-16,8.881784197001252e-16,0.1201171875,0.31666666666666665,0.873378324132522,0.8927794275518182,0.1474609375,0.33284229588814546,0.78125
76,1024,64,"{""16"": 64}","{""parse_fail"": 8, ""render_engine_error"": 1, ""success"": 1015}",0.2543402361834492,3.1482511111111116,0.6117450805427037,6.290666945347826,4.3021142204224816e-16,1.7763568394002505e-15,1.942890293094024e-16,1.7763568394002505e-15,0.12337239583333333,0.24583333333333332,0.8774162775517181,0.8848444971862952,0.150390625,0.34736163771977235,0.78125
77,1024,64,"{""16"": 64}","{""parse_fail"": 15, ""render_engine_error"": 6, ""success"": 1003}",0.25568638213304,2.7272381944444435,0.6108718631660865,6.264092784844374,5.828670879282072e-16,1.7763568394002505e-15,3.0531133177191805e-16,1.7763568394002505e-15,0.121875,0.2916666666666667,0.871990132178327,0.8841744843399721,0.142578125,0.3249331441638712,0.75
78,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 6, ""render_engine_error"": 1, ""success"": 1016}",0.25107578087539284,5.145747222222221,0.6063559947684446,6.926767064829461,5.273559366969494e-16,1.7763568394002505e-15,2.498001805406602e-16,1.7763568394002505e-15,0.1251953125,0.2708333333333333,0.8645653774735198,0.874904573356763,0.1650390625,0.362437666918127,0.734375
79,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 9, ""render_engine_error"": 5, ""success"": 1009}",0.2537094284525877,5.278218055555556,0.6107247293508357,7.118438979220767,2.498001805406602e-16,1.7763568394002505e-15,2.7755575615628914e-16,8.881784197001252e-16,0.11744791666666667,0.38333333333333336,0.8755214988166362,0.8635206855271177,0.13671875,0.35396806299554634,0.78125
80,1024,64,"{""16"": 64}","{""parse_fail"": 6, ""success"": 1018}",0.22643837700737854,2.248839583333335,0.562934445654886,5.107072030764504,5.551115123125783e-16,1.7763568394002505e-15,3.7470027081099033e-16,1.7763568394002505e-15,0.13313802083333334,0.3625,0.8489633121879723,0.8402913502707346,0.158203125,0.3822680221462372,0.78125
81,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 11, ""render_engine_error"": 2, ""success"": 1010}",0.24513734049479183,5.088261805555554,0.5659026959808894,6.479600084168257,6.38378239159465e-16,1.7763568394002505e-15,2.3592239273284576e-16,1.7763568394002505e-15,0.11673177083333333,0.2916666666666667,0.8787103610626241,0.8753165714673186,0.1357421875,0.3336586427891166,0.734375
82,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 15, ""render_engine_error"": 4, ""success"": 1004}",0.24304370710100454,5.267071527777777,0.5613257001697294,7.210757309587699,5.828670879282072e-16,1.7763568394002505e-15,2.498001805406602e-16,1.7763568394002505e-15,0.11315104166666666,0.36666666666666664,0.8833906061677261,0.8747464709837705,0.1396484375,0.3367455854231968,0.796875
83,1024,64,"{""16"": 64}","{""llm_generation_error"": 3, ""parse_fail"": 14, ""render_engine_error"": 4, ""success"": 1003}",0.26352612604472725,5.358796527777777,0.6018214527856185,7.325617877300575,3.885780586188048e-16,1.7763568394002505e-15,3.0531133177191805e-16,1.7763568394002505e-15,0.115625,0.3541666666666667,0.8833443826767184,0.8892727611298459,0.1279296875,0.3144907502855082,0.78125
84,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 10, ""render_engine_error"": 8, ""success"": 1005}",0.2369982370721727,5.350694444444445,0.5604621048093823,7.084877837459006,4.718447854656915e-16,1.7763568394002505e-15,2.220446049250313e-16,1.7763568394002505e-15,0.12473958333333333,0.3458333333333333,0.8639977612651905,0.8643341235108107,0.162109375,0.3515974189314658,0.75
85,1024,64,"{""16"": 64}","{""parse_fail"": 9, ""render_engine_error"": 1, ""success"": 1014}",0.20741857169983888,2.8060142857142854,0.5040262459079491,5.334294180033332,4.440892098500626e-16,1.7763568394002505e-15,2.636779683484747e-16,1.7763568394002505e-15,0.12024739583333334,0.29583333333333334,0.8737555349105159,0.8719788580466018,0.1474609375,0.3509195799713822,0.6875
86,1024,64,"{""16"": 64}","{""parse_fail"": 7, ""render_engine_error"": 7, ""success"": 1010}",0.2187536917808574,2.442708333333333,0.5404052440657894,5.645931959717096,4.440892098500626e-16,1.7763568394002505e-15,1.942890293094024e-16,8.881784197001252e-16,0.1123046875,0.2791666666666667,0.8813232359099629,0.853395364131528,0.1435546875,0.3622215480355402,0.796875
87,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 10, ""render_engine_error"": 10, ""success"": 1003}",0.23252521041304985,5.299401388888889,0.5508695511351697,7.1127023085892755,3.0531133177191805e-16,1.7763568394002505e-15,2.7755575615628914e-16,1.7763568394002505e-15,0.11178385416666667,0.2833333333333333,0.8888316445221354,0.8771824992207201,0.12890625,0.3346443053344411,0.71875
88,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 16, ""render_engine_error"": 6, ""success"": 1001}",0.22530669111153248,4.935184722222221,0.5817359608868434,5.8016279964360145,4.163336342344337e-16,1.7763568394002505e-15,2.0816681711721685e-16,1.7763568394002505e-15,0.10162760416666666,0.26666666666666666,0.9031563557833657,0.9005812361596911,0.123046875,0.3015648646064706,0.796875
89,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 16, ""render_engine_error"": 8, ""success"": 999}",0.23867116448321293,5.301182638888889,0.5676231314562199,7.031369764624393,4.718447854656915e-16,1.7763568394002505e-15,3.191891195797325e-16,1.7763568394002505e-15,0.11868489583333333,0.23333333333333334,0.8754868842150287,0.8899017984116585,0.1513671875,0.3240967745010311,0.796875
90,1024,64,"{""16"": 64}","{""parse_fail"": 10, ""render_engine_error"": 2, ""success"": 1012}",0.21105229040075243,2.9835437037037043,0.4900124042120044,6.454648327830646,4.163336342344337e-16,1.7763568394002505e-15,3.608224830031759e-16,1.7763568394002505e-15,0.108203125,0.2708333333333333,0.893144018210305,0.8861862060088772,0.1279296875,0.3088021771828301,0.78125
91,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 9, ""render_engine_error"": 36, ""success"": 978}",0.23492837135249742,5.488859027777778,0.5534253202461963,7.562239735353893,4.163336342344337e-16,1.7763568394002505e-15,2.220446049250313e-16,1.7763568394002505e-15,0.11666666666666667,0.31666666666666665,0.8708516677002472,0.8761691983828765,0.1318359375,0.3213290519048352,0.78125
92,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 7, ""render_engine_error"": 8, ""success"": 1008}",0.24518237061838635,5.297453472222221,0.5968906209958754,7.228099383779251,3.608224830031759e-16,1.7763568394002505e-15,2.7755575615628914e-16,1.7763568394002505e-15,0.10813802083333333,0.2791666666666667,0.8888501747143829,0.8979163790771413,0.13671875,0.3052022697803705,0.6875
93,1024,64,"{""16"": 64}","{""parse_fail"": 11, ""render_engine_error"": 15, ""success"": 998}",0.20835966393849223,2.798770138888889,0.5231471340682606,6.11245251726839,4.718447854656915e-16,1.7763568394002505e-15,3.191891195797325e-16,1.7763568394002505e-15,0.1044921875,0.2625,0.8917128771667188,0.8817990779946173,0.1220703125,0.3214253725158831,0.828125
94,1024,64,"{""16"": 64}","{""llm_generation_error"": 1, ""parse_fail"": 11, ""render_engine_error"": 6, ""success"": 1006}",0.20548038456669562,5.56024861111111,0.4968858339319476,7.790279661708551,4.996003610813204e-16,1.7763568394002505e-15,1.5265566588595902e-16,8.881784197001252e-16,0.10182291666666667,0.3125,0.9007178209159982,0.9020497955986213,0.130859375,0.3013388368915037,0.8125
